-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
255, 0, -3
200, 0, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
180, 20, -4
140, 60, -3
160, 40, -3
160, 40, -3
160, 40, -3
160, 40, -3
160, 40, -3
160, 40, -3
120, 80, -2
140, 60, -2
140, 60, -2
140, 60, -2
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 255, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
20, 180, 4
0, 0, 0
