0, 0, 0
180, 20, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
60, 140, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
120, 80, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
140, 60, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
120, 80, -1
80, 120, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
150, 150, 0
60, 140, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
40, 160, 2
150, 150, 1
40, 160, 2
150, 150, 1
80, 120, 1
40, 160, 2
150, 150, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
40, 160, 2
150, 150, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
80, 120, 1
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
40, 160, 4
60, 140, 3
40, 160, 3
40, 160, 3
40, 160, 3
40, 160, 3
40, 160, 3
40, 160, 3
40, 160, 3
40, 160, 3
40, 160, 3
40, 160, 3
40, 160, 3
40, 160, 3
40, 160, 3
40, 160, 3
40, 160, 3
40, 160, 3
40, 160, 3
40, 160, 3
40, 160, 3
40, 160, 3
40, 160, 3
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
-150, 150, 5
